client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,predicted_cluster_id,predicted_cluster_name
C0232,Individual,Ryan,Reeves,1975-01-01,Female,France,Ohio,Investment,3.7,Yes,Client,C1,Global Investor
C0233,Individual,James,Weber,1975-01-01,Male,Belgium,London,Investment,4.4,No,Direct,C1,Global Investor
C0234,Individual,Ruth,Phelps,1975-01-01,Female,Mexico,Berlin,Investment,3,Yes,Corporate,C1,Global Investor
C0235,Individual,Roger,Walker,1975-01-01,Male,Russia,Paris,Investment,3.7,No,Website,C1,Global Investor
C0236,Individual,Zachary,Hess,1975-01-01,Female,Denmark,Ontario,Investment,4.4,Yes,Agency,C1,Global Investor
C0237,Individual,Lisa,Buchanan,1975-01-01,Male,Australia,Quebec,Investment,3,No,Client,C1,Global Investor
C0238,Individual,Maria,Robinson,1975-01-01,Female,USA,Brussels,Personal Use,3.7,Yes,Direct,C2,First-Time Buyer
C0239,Individual,Samuel,Tate,1975-01-01,Male,USA,Dubai,Personal Use,4.4,No,Corporate,C4,Luxury Investor
C0240,Individual,Edward,Patrick,1975-01-01,Female,USA,California,Investment,3,Yes,Website,C2,First-Time Buyer
C0241,Individual,Justin,Mendez,1975-01-01,Male,USA,Nevada,Personal Use,3.7,No,Agency,C1,Global Investor
C0242,Individual,Jesse,Jensen,1975-01-01,Female,USA,Arizona,Personal Use,4.4,Yes,Client,C2,First-Time Buyer
C0243,Individual,Samantha,Hendricks,1975-01-01,Male,USA,Colorado,Investment,3,No,Direct,C1,Global Investor
C0244,Individual,Daniel,Espinoza,1975-01-01,Female,USA,Oregon,Personal Use,3.7,Yes,Corporate,C2,First-Time Buyer
C0245,Individual,Diane,Karenina,1975-01-01,Male,USA,Washington,Personal Use,4.4,No,Website,C4,Luxury Investor
C0246,Individual,Charles,Huff,1975-01-01,Female,UK,Texas,Investment,3,Yes,Agency,C1,Global Investor
C0247,Individual,Keith,Horne,1975-01-01,Male,Canada,Virginia,Investment,3.7,No,Client,C1,Global Investor
C0248,Individual,Joshua,Chandler,1975-01-01,Female,Germany,Georgia,Investment,4.4,Yes,Direct,C1,Global Investor
C0249,Individual,Stephanie,Park,1975-01-01,Male,France,New York,Investment,3,No,Corporate,C1,Global Investor
C0250,Individual,Richard,Hunt,1975-01-01,Female,Belgium,Florida,Investment,3.7,Yes,Website,C1,Global Investor
C0251,Individual,Judith,Mata,1975-01-01,Male,Mexico,Utah,Investment,4.4,No,Agency,C1,Global Investor
C0252,Individual,Kimberly,Mckee,1975-01-01,Female,Russia,Ohio,Investment,3,Yes,Client,C1,Global Investor
C0253,Individual,George,Gilbert,1975-01-01,Male,Denmark,London,Investment,3.7,No,Direct,C1,Global Investor
C0254,Individual,Teresa,Li,1975-01-01,Female,Australia,Berlin,Investment,4.4,Yes,Corporate,C1,Global Investor
C0255,Individual,Madison,Riggs,1975-01-01,Male,USA,Paris,Investment,3,No,Website,C1,Global Investor
C0256,Individual,Douglas,Johns,1975-01-01,Female,USA,Ontario,Personal Use,3.7,Yes,Agency,C2,First-Time Buyer
C0257,Individual,Jessica,Madden,1975-01-01,Male,USA,Quebec,Personal Use,4.4,No,Client,C4,Luxury Investor
C0258,Individual,Steven,Ewing,1975-01-01,Female,USA,Brussels,Investment,3,Yes,Direct,C2,First-Time Buyer
C0259,Individual,Nicole,Walter,1975-01-01,Male,USA,Dubai,Personal Use,3.7,No,Corporate,C1,Global Investor
C0260,Individual,Jennifer,Franco,1975-01-01,Female,USA,California,Personal Use,4.4,Yes,Website,C2,First-Time Buyer
C0261,Individual,Brian,Mora,1975-01-01,Male,USA,Nevada,Investment,3,No,Agency,C1,Global Investor
C0262,Individual,Brenda,Kennedy,1975-01-01,Female,USA,Arizona,Personal Use,3.7,Yes,Client,C2,First-Time Buyer
C0263,Individual,Timothy,Palmer,1975-01-01,Male,UK,Colorado,Investment,4.4,No,Direct,C1,Global Investor
C0264,Individual,Debra,Vega,1975-01-01,Female,Canada,Oregon,Investment,3,Yes,Corporate,C1,Global Investor
C0265,Individual,Austin,Glass,1975-01-01,Male,Germany,Washington,Investment,3.7,No,Website,C1,Global Investor
C0266,Corporate,Celera,Co,1975-01-01,Other,France,Texas,Investment,4.4,No,Agency,C3,Corporate Buyer
C0267,Individual,Austin,Marquez,1975-01-01,Male,Belgium,Virginia,Investment,3,No,Client,C1,Global Investor
C0268,Individual,Austin,Brown,1975-01-01,Female,Mexico,Georgia,Investment,3.7,Yes,Direct,C1,Global Investor
C0269,Individual,Kareem,Ramirez,1975-01-01,Male,Russia,New York,Investment,4.4,No,Corporate,C1,Global Investor
C0270,Individual,Trystan,Holland,1975-01-01,Female,Denmark,Florida,Investment,3,Yes,Website,C1,Global Investor
C0271,Individual,Kale,Cardenas,1975-01-01,Male,Australia,Utah,Investment,3.7,No,Agency,C1,Global Investor
C0272,Individual,Russell,Williamson,1975-01-01,Female,USA,Ohio,Personal Use,4.4,Yes,Client,C2,First-Time Buyer
C0273,Individual,Marleez,Rios,1975-01-01,Male,USA,London,Investment,3,No,Direct,C1,Global Investor
C0274,Individual,Yurem,Nielsen,1975-01-01,Female,USA,Berlin,Personal Use,3.7,Yes,Corporate,C2,First-Time Buyer
C0275,Individual,Xavier,Flowers,1975-01-01,Male,USA,Paris,Personal Use,4.4,No,Website,C4,Luxury Investor
C0276,Individual,Kayden,Hinton,1975-01-01,Female,USA,Ontario,Investment,3,Yes,Agency,C2,First-Time Buyer
C0277,Individual,Joaquin,Greer,1975-01-01,Male,USA,Quebec,Personal Use,3.7,No,Client,C1,Global Investor
C0278,Individual,Nicolas,Nixon,1975-01-01,Female,USA,Brussels,Personal Use,4.4,Yes,Direct,C2,First-Time Buyer
C0279,Individual,Laci,Berger,1975-01-01,Male,USA,Dubai,Investment,3,No,Corporate,C1,Global Investor
C0280,Individual,Kylax,Fuller,1975-01-01,Female,UK,California,Investment,3.7,Yes,Website,C1,Global Investor
C0281,Individual,Harley,Costa,1975-01-01,Male,Canada,Nevada,Investment,4.4,No,Agency,C1,Global Investor
C0282,Individual,Esther,Lynch,1975-01-01,Female,Germany,Arizona,Investment,3,Yes,Client,C1,Global Investor
C0283,Individual,Jaylynn,Shea,1975-01-01,Male,France,Colorado,Investment,3.7,No,Direct,C1,Global Investor
C0284,Individual,Olivia,Christensen,1975-01-01,Female,Belgium,Oregon,Investment,4.4,Yes,Corporate,C1,Global Investor
C0285,Individual,Antonio,Cline,1975-01-01,Male,Mexico,Washington,Investment,3,No,Website,C1,Global Investor
C0286,Individual,Luke,Owen,1975-01-01,Female,Russia,Texas,Investment,3.7,Yes,Agency,C1,Global Investor
C0287,Individual,Anahi,Edwards,1975-01-01,Male,Denmark,Virginia,Investment,4.4,No,Client,C1,Global Investor
C0288,Individual,Camille,Merritt,1975-01-01,Female,Australia,Georgia,Investment,3,Yes,Direct,C1,Global Investor
C0289,Individual,Jesus,Larsen,1975-01-01,Male,USA,New York,Personal Use,3.7,No,Corporate,C1,Global Investor
C0290,Individual,Araceli,Stein,1975-01-01,Female,USA,Florida,Personal Use,4.4,Yes,Website,C2,First-Time Buyer
C0291,Individual,Cole,Perry,1975-01-01,Male,USA,Utah,Investment,3,No,Agency,C1,Global Investor
C0292,Individual,Alonso,Mueller,1975-01-01,Female,USA,Ohio,Personal Use,3.7,Yes,Client,C2,First-Time Buyer
C0293,Individual,Rodolfo,Ellis,1975-01-01,Male,USA,London,Personal Use,4.4,No,Direct,C4,Luxury Investor
C0294,Individual,Joseph,Forbes,1975-01-01,Female,USA,Berlin,Investment,3,Yes,Corporate,C2,First-Time Buyer
C0295,Individual,Grant,Grant,1975-01-01,Male,USA,Paris,Personal Use,3.7,No,Website,C1,Global Investor
C0296,Individual,Ava,Fischer,1975-01-01,Female,USA,Ontario,Personal Use,4.4,Yes,Agency,C2,First-Time Buyer
C0297,Individual,Kyla,Howard,1975-01-01,Male,UK,Quebec,Investment,3,No,Client,C1,Global Investor
C0298,Individual,Alanna,Huang,1975-01-01,Female,Canada,Brussels,Investment,3.7,Yes,Direct,C1,Global Investor
C0299,Individual,Skylar,Meyer,1975-01-01,Male,Germany,Dubai,Investment,4.4,No,Corporate,C1,Global Investor
C0300,Individual,Rodrigo,Dorsey,1975-01-01,Female,France,California,Investment,3,Yes,Website,C1,Global Investor
C0301,Individual,Lydia,Mack,1975-01-01,Male,Belgium,Nevada,Investment,3.7,No,Agency,C1,Global Investor
C0302,Individual,Lauryn,Petrova,1975-01-01,Female,Mexico,Arizona,Investment,4.4,Yes,Client,C1,Global Investor
C0303,Individual,Diego,Hanson,1975-01-01,Male,Russia,Colorado,Investment,3,No,Direct,C1,Global Investor
C0304,Corporate,Forsyte,Co,1975-01-01,Other,Denmark,Oregon,Investment,3.7,No,Corporate,C3,Corporate Buyer
C0305,Individual,Scarlet,Miller,1975-01-01,Male,Australia,Washington,Investment,4.4,No,Website,C1,Global Investor
C0306,Individual,Janelle,Anderson,1975-01-01,Female,USA,Texas,Investment,3,Yes,Agency,C2,First-Time Buyer
C0307,Individual,Aleksandra,Hurley,1975-01-01,Male,USA,Virginia,Personal Use,3.7,No,Client,C1,Global Investor
C0308,Individual,Conner,Stewart,1975-01-01,Female,USA,Georgia,Personal Use,4.4,Yes,Direct,C2,First-Time Buyer
C0309,Individual,Zain,Ali,1975-01-01,Male,USA,New York,Investment,3,No,Corporate,C1,Global Investor
C0310,Individual,Maia,Bennett,1975-01-01,Female,USA,Florida,Personal Use,3.7,Yes,Website,C2,First-Time Buyer
C0311,Individual,Jordyn,Benitez,1975-01-01,Male,USA,Utah,Personal Use,4.4,No,Agency,C4,Luxury Investor
C0312,Individual,Diana,Strong,1975-01-01,Female,USA,Ohio,Investment,3,Yes,Client,C2,First-Time Buyer
C0313,Individual,Kevin,Roman,1975-01-01,Male,USA,London,Personal Use,3.7,No,Direct,C1,Global Investor
C0314,Individual,Brisa,Blake,1975-01-01,Female,UK,Berlin,Investment,4.4,Yes,Corporate,C1,Global Investor
C0315,Individual,Mason,Shannon,1975-01-01,Male,Canada,Paris,Investment,3,No,Website,C1,Global Investor
C0316,Individual,Derick,Glover,1975-01-01,Female,Germany,Ontario,Investment,3.7,Yes,Agency,C1,Global Investor
C0317,Individual,Jace,Bray,1975-01-01,Male,France,Quebec,Investment,4.4,No,Client,C1,Global Investor
C0318,Individual,Jair,Collier,1975-01-01,Female,Belgium,Brussels,Investment,3,Yes,Direct,C1,Global Investor
C0319,Individual,Matilda,Simon,1975-01-01,Male,Mexico,Dubai,Investment,3.7,No,Corporate,C1,Global Investor
C0320,Individual,Myla,Steward,1975-01-01,Female,Russia,California,Investment,4.4,Yes,Website,C1,Global Investor
C0321,Individual,Miguel,Bailey,1975-01-01,Male,Denmark,Nevada,Investment,3,No,Agency,C1,Global Investor
C0322,Individual,Mara,Choi,1975-01-01,Female,Australia,Arizona,Investment,3.7,Yes,Client,C1,Global Investor
C0323,Individual,Erik,Gallagher,1975-01-01,Male,USA,Colorado,Personal Use,4.4,No,Direct,C4,Luxury Investor
C0324,Individual,Henry,Michael,1975-01-01,Female,USA,Oregon,Investment,3,Yes,Corporate,C2,First-Time Buyer
C0325,Individual,Oswaldo,Chen,1975-01-01,Male,USA,Washington,Personal Use,3.7,No,Website,C1,Global Investor
C0326,Individual,Kassidy,Hogan,1975-01-01,Female,USA,Texas,Personal Use,4.4,Yes,Agency,C2,First-Time Buyer
C0327,Individual,Morgan,Fisher,1975-01-01,Male,USA,Virginia,Investment,3,No,Client,C1,Global Investor
C0328,Individual,Tyler,Turner,1975-01-01,Female,USA,Georgia,Personal Use,3.7,Yes,Direct,C2,First-Time Buyer
C0329,Individual,Yesenia,Juarez,1975-01-01,Male,USA,New York,Personal Use,4.4,No,Corporate,C4,Luxury Investor
C0330,Individual,Gordon,Shaffer,1975-01-01,Female,USA,Florida,Investment,3,Yes,Website,C2,First-Time Buyer
C0331,Individual,Melanie,Leonard,1975-01-01,Male,UK,Utah,Investment,3.7,No,Agency,C1,Global Investor
C0332,Individual,Enrique,Pugh,1975-01-01,Female,Canada,Ohio,Investment,4.4,Yes,Client,C1,Global Investor
C0333,Individual,Helen,Crane,1975-01-01,Male,Germany,London,Investment,3,No,Direct,C1,Global Investor
C0334,Individual,Isis,Irwin,1975-01-01,Female,France,Berlin,Investment,3.7,Yes,Corporate,C1,Global Investor
C0335,Individual,Kayley,Stout,1975-01-01,Male,Belgium,Paris,Investment,4.4,No,Website,C1,Global Investor
C0336,Individual,Donavan,Simmons,1975-01-01,Female,Mexico,Ontario,Investment,3,Yes,Agency,C1,Global Investor
C0337,Individual,Augustus,Villarreal,1975-01-01,Male,Russia,Quebec,Investment,3.7,No,Client,C1,Global Investor
C0338,Individual,Alejandra,Melton,1975-01-01,Female,Denmark,Brussels,Investment,4.4,Yes,Direct,C1,Global Investor
C0339,Individual,Violet,Fritz,1975-01-01,Male,Australia,Dubai,Investment,3,No,Corporate,C1,Global Investor
C0340,Individual,Jaelyn,Morrison,1975-01-01,Female,USA,California,Personal Use,3.7,Yes,Website,C2,First-Time Buyer
C0341,Individual,Tristian,Wyatt,1975-01-01,Male,USA,Nevada,Personal Use,4.4,No,Agency,C4,Luxury Investor
C0342,Corporate,Atlas,Co,1975-01-01,Other,USA,Arizona,Investment,3,Yes,Client,C3,Corporate Buyer
C0343,Individual,Nora,Cross,1975-01-01,Male,USA,Colorado,Personal Use,3.7,No,Direct,C1,Global Investor
C0344,Individual,Dangelo,Mercer,1975-01-01,Female,USA,Oregon,Personal Use,4.4,Yes,Corporate,C2,First-Time Buyer
C0345,Individual,Aiyana,Cameron,1975-01-01,Male,USA,Washington,Investment,3,No,Website,C1,Global Investor
C0346,Individual,Sidney,Lozano,1975-01-01,Female,USA,Texas,Personal Use,3.7,Yes,Agency,C2,First-Time Buyer
C0347,Individual,Kaitlin,Oneill,1975-01-01,Male,USA,Virginia,Personal Use,4.4,No,Client,C4,Luxury Investor
C0348,Individual,Issac,Watts,1975-01-01,Female,UK,Georgia,Investment,3,Yes,Direct,C1,Global Investor
C0349,Individual,Zaiden,Ayers,1975-01-01,Male,Canada,New York,Investment,3.7,No,Corporate,C1,Global Investor
C0350,Individual,Iris,Goodwin,1975-01-01,Female,Germany,Florida,Investment,4.4,Yes,Website,C1,Global Investor
C0351,Individual,Grace,Hatfield,1975-01-01,Male,France,Utah,Investment,3,No,Agency,C1,Global Investor
C0352,Individual,Alessandra,Aleksandrov,1975-01-01,Female,Belgium,Ohio,Investment,3.7,Yes,Client,C1,Global Investor
C0353,Individual,Jamal,Mcconnell,1975-01-01,Male,Mexico,London,Investment,4.4,No,Direct,C1,Global Investor
C0354,Individual,Irvin,Ferrell,1975-01-01,Female,Russia,Berlin,Investment,3,Yes,Corporate,C1,Global Investor
C0355,Individual,Terry,Hansen,1975-01-01,Male,Denmark,Paris,Investment,3.7,No,Website,C1,Global Investor
C0356,Individual,Jacqueline,Carrillo,1975-01-01,Female,Australia,Ontario,Investment,4.4,Yes,Agency,C1,Global Investor
C0357,Individual,Brock,Simpson,1975-01-01,Male,USA,Quebec,Investment,3,No,Client,C1,Global Investor
C0358,Individual,Curtis,Sanchez,1975-01-01,Female,USA,Brussels,Personal Use,3.7,Yes,Direct,C2,First-Time Buyer
C0359,Individual,Avah,Charles,1975-01-01,Male,USA,Dubai,Personal Use,4.4,No,Corporate,C4,Luxury Investor
C0360,Individual,Frank,Singh,1975-01-01,Female,USA,California,Investment,3,Yes,Website,C2,First-Time Buyer
C0361,Individual,Darien,Campos,1975-01-01,Male,USA,Nevada,Personal Use,3.7,No,Agency,C1,Global Investor
C0362,Individual,Franklin,Stephenson,1975-01-01,Female,USA,Arizona,Personal Use,4.4,Yes,Client,C2,First-Time Buyer
C0363,Individual,Elena,Poole,1975-01-01,Male,USA,Colorado,Investment,3,No,Direct,C1,Global Investor
C0364,Individual,Jack,Bright,1975-01-01,Female,USA,Oregon,Personal Use,3.7,Yes,Corporate,C2,First-Time Buyer
C0365,Individual,Emmett,Hall,1975-01-01,Male,UK,Washington,Investment,4.4,No,Website,C1,Global Investor
C0366,Individual,Aniya,Weaver,1975-01-01,Female,Canada,Texas,Investment,3,Yes,Agency,C1,Global Investor
C0367,Individual,Kael,Green,1975-01-01,Male,Germany,Virginia,Investment,3.7,No,Client,C1,Global Investor
C0368,Individual,Kamden,Sanders,1975-01-01,Female,France,Georgia,Investment,4.4,Yes,Direct,C1,Global Investor
C0369,Individual,Aniyah,Carter,1975-01-01,Male,Belgium,New York,Investment,3,No,Corporate,C1,Global Investor
C0370,Individual,Simon,Wilson,1975-01-01,Female,Mexico,Florida,Investment,3.7,Yes,Website,C1,Global Investor
C0371,Individual,Laurel,Harris,1975-01-01,Male,Russia,Utah,Investment,4.4,No,Agency,C1,Global Investor
C0372,Individual,Trey,Alexander,1975-01-01,Female,Denmark,Ohio,Investment,3,Yes,Client,C1,Global Investor
C0373,Individual,Myah,Williams,1975-01-01,Male,Australia,London,Investment,3.7,No,Direct,C1,Global Investor
C0374,Individual,Nyla,Chavez,1975-01-01,Female,USA,Berlin,Personal Use,4.4,Yes,Corporate,C2,First-Time Buyer
C0375,Individual,Kole,Peterson,1975-01-01,Male,USA,Paris,Investment,3,No,Website,C1,Global Investor
C0376,Individual,Melany,Kim,1975-01-01,Female,USA,Ontario,Personal Use,3.7,Yes,Agency,C2,First-Time Buyer
C0377,Individual,Arthur,Martin,1975-01-01,Male,USA,Quebec,Personal Use,4.4,No,Client,C4,Luxury Investor
C0378,Individual,Kamila,Adams,1975-01-01,Female,USA,Brussels,Investment,3,Yes,Direct,C2,First-Time Buyer
C0379,Individual,Amanda,Johnson,1975-01-01,Male,USA,Dubai,Personal Use,3.7,No,Corporate,C1,Global Investor
C0380,Corporate,Optima,Co,1975-01-01,Other,USA,California,Investment,4.4,No,Website,C3,Corporate Buyer
C0381,Individual,Jakobe,Campbell,1975-01-01,Male,USA,Nevada,Investment,3,No,Agency,C1,Global Investor
C0382,Individual,Sonia,Brooks,1975-01-01,Female,UK,Arizona,Investment,3.7,Yes,Client,C1,Global Investor
C0383,Individual,Madeline,Pierce,1975-01-01,Male,Canada,Colorado,Investment,4.4,No,Direct,C1,Global Investor
C0384,Individual,Bennett,Roberts,1975-01-01,Female,Germany,Oregon,Investment,3,Yes,Corporate,C1,Global Investor
C0385,Individual,Belinda,Gray,1975-01-01,Male,France,Washington,Investment,3.7,No,Website,C1,Global Investor
C0386,Individual,Johanna,James,1975-01-01,Female,Belgium,Texas,Investment,4.4,Yes,Agency,C1,Global Investor
C0387,Individual,Jaylen,Price,1975-01-01,Male,Mexico,Virginia,Investment,3,No,Client,C1,Global Investor
C0388,Individual,Michael,Evans,1975-01-01,Female,Russia,Georgia,Investment,3.7,Yes,Direct,C1,Global Investor
C0389,Individual,Adriana,Wood,1975-01-01,Male,Denmark,New York,Investment,4.4,No,Corporate,C1,Global Investor
C0390,Individual,Julio,Foster,1975-01-01,Female,Australia,Florida,Investment,3,Yes,Website,C1,Global Investor
C0391,Individual,Warren,Phillips,1975-01-01,Male,USA,Utah,Personal Use,3.7,No,Agency,C1,Global Investor
C0392,Individual,Luis,Stone,1975-01-01,Female,USA,Ohio,Personal Use,4.4,Yes,Client,C2,First-Time Buyer
C0393,Individual,Mohammad,Richardson,1975-01-01,Male,USA,London,Investment,3,No,Direct,C1,Global Investor
C0394,Individual,Davion,Reyes,1975-01-01,Female,USA,Berlin,Personal Use,3.7,Yes,Corporate,C2,First-Time Buyer
C0395,Individual,Logan,Jordan,1975-01-01,Male,USA,Paris,Personal Use,4.4,No,Website,C4,Luxury Investor
C0396,Individual,Kaylin,Owens,1975-01-01,Female,USA,Ontario,Investment,3,Yes,Agency,C2,First-Time Buyer
C0397,Individual,Ruben,Rogers,1975-01-01,Male,USA,Quebec,Personal Use,3.7,No,Client,C1,Global Investor
C0398,Individual,Gianni,Hughes,1975-01-01,Female,USA,Brussels,Personal Use,4.4,Yes,Direct,C2,First-Time Buyer
C0399,Individual,Emilie,Allen,1975-01-01,Male,UK,Dubai,Investment,3,No,Corporate,C1,Global Investor
C0400,Individual,Crystal,Patterson,1975-01-01,Female,Canada,California,Investment,3.7,Yes,Website,C1,Global Investor
C0401,Individual,Annabel,Baker,1975-01-01,Male,Germany,Nevada,Investment,4.4,No,Agency,C1,Global Investor
C0402,Individual,Rachel,Morales,1975-01-01,Female,France,Arizona,Investment,3,Yes,Client,C1,Global Investor
C0403,Individual,Madalyn,Collins,1975-01-01,Male,Belgium,Colorado,Investment,3.7,No,Direct,C1,Global Investor
C0404,Individual,Michelle,Montgomery,1975-01-01,Female,Mexico,Oregon,Investment,4.4,Yes,Corporate,C1,Global Investor
C0405,Individual,Ezra,Scott,1975-01-01,Male,Russia,Washington,Investment,3,No,Website,C1,Global Investor
C0406,Individual,Ramiro,Smith,1975-01-01,Female,Denmark,Texas,Investment,3.7,Yes,Agency,C1,Global Investor
C0407,Individual,Emely,King,1975-01-01,Male,Australia,Virginia,Investment,4.4,No,Client,C1,Global Investor
C0408,Individual,Hazel,Jackson,1975-01-01,Female,USA,Georgia,Investment,3,Yes,Direct,C2,First-Time Buyer
C0409,Individual,Cedric,Griffin,1975-01-01,Male,USA,New York,Personal Use,3.7,No,Corporate,C1,Global Investor
C0410,Individual,Dayton,Young,1975-01-01,Female,USA,Florida,Personal Use,4.4,Yes,Website,C2,First-Time Buyer
C0411,Individual,Piotr,Thomas,1975-01-01,Male,USA,Utah,Investment,3,No,Agency,C1,Global Investor
C0412,Individual,Memphis,Reed,1975-01-01,Female,USA,Ohio,Personal Use,3.7,Yes,Client,C2,First-Time Buyer
C0413,Individual,Arabella,White,1975-01-01,Male,USA,London,Personal Use,4.4,No,Direct,C4,Luxury Investor
C0414,Individual,Sincere,Watson,1975-01-01,Female,USA,Berlin,Investment,3,Yes,Corporate,C2,First-Time Buyer
C0415,Individual,Lara,Peterson,1975-01-01,Male,USA,Paris,Personal Use,3.7,No,Website,C1,Global Investor
C0416,Individual,Valentina,Walker,1975-01-01,Female,UK,Ontario,Investment,4.4,Yes,Agency,C1,Global Investor
C0417,Individual,Case,Ward,1975-01-01,Male,Canada,Quebec,Investment,3,No,Client,C1,Global Investor
C0418,Corporate,Novex,Co,1975-01-01,Other,Germany,Brussels,Investment,3.7,No,Direct,C3,Corporate Buyer
C0419,Individual,Emmy,Oconnor,1975-01-01,Male,France,Dubai,Investment,4.4,No,Corporate,C1,Global Investor
C0420,Individual,Colin,Gay,1975-01-01,Female,Belgium,California,Investment,3,Yes,Website,C1,Global Investor
C0421,Individual,Anya,Gross,1975-01-01,Male,Mexico,Nevada,Investment,3.7,No,Agency,C1,Global Investor
